Time,Category,Source,Headline,Sentiment_Score,Sentiment,Market_Impact,URL
2026-02-02 12:47,National (Pakistan),Express Tribune,"Global inflation to fall to 3.8% this year, says IMF chief",0.917,Bullish,High,https://tribune.com.pk/story/2590368/global-inflation-to-fall-to-38-this-year-says-imf-chief
2026-02-02 12:47,National (Pakistan),Express Tribune,The IMF programme dilemma,0.914,Bullish,High,https://tribune.com.pk/story/2590331/the-imf-programme-dilemma
2026-02-02 12:47,National (Pakistan),Express Tribune,Islamabad's forests under assault,0.982,Bullish,High,https://tribune.com.pk/story/2590335/islamabads-forests-under-assault
2026-02-02 12:47,National (Pakistan),Express Tribune,The deadly cost of ignoring fire safety,-0.979,Bearish,High,https://tribune.com.pk/story/2590334/the-deadly-cost-of-ignoring-fire-safety
2026-02-02 12:47,National (Pakistan),Express Tribune,Pakistan's broken economic contract,-0.972,Bearish,High,https://tribune.com.pk/story/2590336/pakistans-broken-economic-contract
2026-02-02 12:47,National (Pakistan),Express Tribune,Warsh 'regime change' faces steep hurdles,0.0,Neutral,Low,https://tribune.com.pk/story/2590181/warsh-regime-change-faces-steep-hurdles
2026-02-02 12:47,National (Pakistan),Express Tribune,"Pakistan, Canada review BIT",0.0,Neutral,Low,https://tribune.com.pk/story/2590176/pakistan-canada-review-bit
2026-02-02 12:47,National (Pakistan),Express Tribune,HRL signs pact with Uzbekistan,0.0,Neutral,Low,https://tribune.com.pk/story/2590182/hrl-signs-pact-with-uzbekistan
2026-02-02 12:47,National (Pakistan),Express Tribune,Further decline in gold and silver prices across markets,0.0,Neutral,Low,https://tribune.com.pk/story/2590050/further-decline-in-gold-and-silver-prices-across-markets
2026-02-02 12:47,National (Pakistan),Express Tribune,The IMF programme dilemma,0.914,Bullish,High,https://tribune.com.pk/story/2590331/the-imf-programme-dilemma
2026-02-02 12:47,National (Pakistan),Express Tribune,The deadly cost of ignoring fire safety,-0.979,Bearish,High,https://tribune.com.pk/story/2590334/the-deadly-cost-of-ignoring-fire-safety
2026-02-02 12:47,National (Pakistan),Express Tribune,Islamabad's forests under assault,0.982,Bullish,High,https://tribune.com.pk/story/2590335/islamabads-forests-under-assault
2026-02-02 12:47,National (Pakistan),Express Tribune,"As EU and India move closer, where does Pakistan stand?",0.0,Neutral,Low,https://tribune.com.pk/story/2590332/as-eu-and-india-move-closer-where-does-pakistan-stand
2026-02-02 12:47,National (Pakistan),Express Tribune,Public debt breaches limit by Rs17tr,-0.979,Bearish,High,https://tribune.com.pk/story/2590175/public-debt-breaches-limit-by-rs17tr
2026-02-02 12:47,National (Pakistan),Express Tribune,"As EU and India move closer, where does Pakistan stand?",0.0,Neutral,Low,https://tribune.com.pk/story/2590332/as-eu-and-india-move-closer-where-does-pakistan-stand
2026-02-02 12:47,National (Pakistan),Express Tribune,"Pakistan, Canada review BIT",0.0,Neutral,Low,https://tribune.com.pk/story/2590176/pakistan-canada-review-bit
2026-02-02 12:47,National (Pakistan),Express Tribune,'Ocean awareness critical for sustainable development',0.953,Bullish,High,https://tribune.com.pk/story/2590177/ocean-awareness-critical-for-sustainable-development
2026-02-02 12:47,National (Pakistan),Express Tribune,"Boeing reaches labour deal with 1,600 workers",0.052,Neutral,Low,https://tribune.com.pk/story/2590179/boeing-reaches-labour-deal-with-1600-workers
2026-02-02 12:47,National (Pakistan),Express Tribune,HRL signs pact with Uzbekistan,0.0,Neutral,Low,https://tribune.com.pk/story/2590182/hrl-signs-pact-with-uzbekistan
2026-02-02 12:47,National (Pakistan),Express Tribune,Standing committee orders Sindh to clear dues,0.872,Bullish,High,https://tribune.com.pk/story/2589996/standing-committee-orders-sindh-to-clear-dues
2026-02-02 12:47,National (Pakistan),Express Tribune,"World Bank, PRA agree to digitalise tax system",0.982,Bullish,High,https://tribune.com.pk/story/2589993/world-bank-pra-agree-to-digitalise-tax-system
2026-02-02 12:47,National (Pakistan),Express Tribune,"Gold crashes by over Rs35,000 per tola",0.0,Neutral,Low,https://tribune.com.pk/story/2589998/gold-crashes-by-over-rs35000-per-tola
2026-02-02 12:47,National (Pakistan),Express Tribune,Fuel prices likely to rise from Feb 1 amid inflation pressures,0.905,Bullish,High,https://tribune.com.pk/story/2589667/fuel-prices-likely-to-rise-from-feb-1-amid-inflation-pressures
2026-02-02 12:47,National (Pakistan),The News,Who has the most Grammys in history? A look at the record holders,0.0,Neutral,Low,https://www.thenews.com.pk/latest/1390700-who-has-the-most-grammys-in-history-a-look-at-the-record-holders
2026-02-02 12:47,National (Pakistan),The News,2026 Grammy Awards: Billie Eilish takes home top prize,0.852,Bullish,High,https://www.thenews.com.pk/latest/1390697-2026-grammy-awards-billie-eilish-takes-home-top-prize
2026-02-02 12:47,National (Pakistan),The News,Jelly Roll explains why he did not comment on politics at Grammys 2026,0.0,Neutral,Low,https://www.thenews.com.pk/latest/1390696-jelly-roll-refuses-to-comment-on-politics-after-billie-eilish-makes-headlines
2026-02-02 12:47,National (Pakistan),The News,Bad Bunny blasts ICE in Grammy acceptance speech: 'We aren't aliens',-0.128,Bearish,Low,https://www.thenews.com.pk/latest/1390689-bad-bunny-blasts-ice-in-grammy-acceptance-speech-we-arent-aliens
2026-02-02 12:47,National (Pakistan),The News,2026 Grammy Awards: Here's the complete list of winners,0.681,Bullish,High,https://www.thenews.com.pk/latest/1390686-2026-grammy-awards-heres-the-complete-list-of-winners
2026-02-02 12:47,National (Pakistan),The News,Lauryn Hill leads star tribute celebrating Roberta Flack's legacy at the Grammys,0.949,Bullish,High,https://www.thenews.com.pk/latest/1390685-lauryn-hill-leads-star-tribute-celebrating-roberta-flacks-legacy-at-the-grammys
2026-02-02 12:47,National (Pakistan),The News,Trevor Noah mocks Donald Trump and Nicki Minaj at 2026 Grammys,-0.919,Bearish,High,https://www.thenews.com.pk/latest/1390682-trevor-noah-mocks-donald-trump-and-nicki-minaj-at-2026-grammys
2026-02-02 12:47,National (Pakistan),The News,Timothée Chalamet hints at wanting to marry Kylie Jenner?,0.0,Neutral,Low,https://www.thenews.com.pk/latest/1390678-timothe-chalamet-hints-at-wanting-to-marry-kylie-jenner
2026-02-02 12:47,National (Pakistan),The News,Kelsea Ballerini admits she's 'reining it in' after years of 'oversharing',0.98,Bullish,High,https://www.thenews.com.pk/latest/1390679-kelsea-ballerini-admits-shes-reining-it-in-after-years-of-oversharing
2026-02-02 12:47,National (Pakistan),The News,How Alex Warren's real life romance that shaped his biggest songs,0.75,Bullish,High,https://www.thenews.com.pk/latest/1390681-how-alex-warrens-real-life-romance-that-shaped-his-biggest-songs
2026-02-02 12:47,National (Pakistan),The News,Reba McEntire breaks silence on postponing marriage to fiance Rex Linn,-0.128,Bearish,Low,https://www.thenews.com.pk/latest/1390677-reba-mcentire-breaks-silence-on-postponing-marriage-to-fiance-rex-linn
2026-02-02 12:47,National (Pakistan),The News,Addison Rae gets brutally honest about what she wants fans to know,-0.178,Bearish,Low,https://www.thenews.com.pk/latest/1390676-addison-rae-gets-brutally-honest-about-what-she-wants-fans-to-know
2026-02-02 12:47,National (Pakistan),The News,Steven Spielberg achieves EGOT status with 2026 Grammys win,0.996,Bullish,High,https://www.thenews.com.pk/latest/1390675-steven-spielberg-achieves-egot-status-with-2026-grammys-win
2026-02-02 12:47,National (Pakistan),The News,Reba McEntire gets emotional ahead of Brandon Blackstock's Grammys tribute,0.153,Bullish,Low,https://www.thenews.com.pk/latest/1390674-reba-mcentire-gets-emotional-ahead-of-brandon-blackstocks-grammys-tribute
2026-02-02 12:47,National (Pakistan),The News,Cruz Beckham gives his family shourout in new music video,0.0,Neutral,Low,https://www.thenews.com.pk/latest/1390670-cruz-beckham-pays-tribute-to-family-in-new-music-video
2026-02-02 12:47,National (Pakistan),The News,Jenna Ortega pens heartfelt tribute for late costar Catherine O'Hara,0.822,Bullish,High,https://www.thenews.com.pk/latest/1390673-jenna-ortega-pens-heartfelt-tribute-for-late-catherine-ohara
2026-02-02 12:47,National (Pakistan),The News,Kim Kardashian sparks romance speculations with THIS mystery man: Source,0.979,Bullish,High,https://www.thenews.com.pk/latest/1390672-kim-kardashian-sparks-romance-speculations-with-this-mystery-man-source
2026-02-02 12:47,National (Pakistan),The News,Kylie Jenner and Travis Scott reunite for joint birthday celebration for Stormi and Aire,0.0,Neutral,Low,https://www.thenews.com.pk/latest/1390668-kylie-jenner-and-travis-scott-reunite-for-joint-birthday-celebration-for-stormi-and-aire
2026-02-02 12:47,National (Pakistan),The News,Charli xcx spills why she's dropped the idea of having kids,0.0,Neutral,Low,https://www.thenews.com.pk/latest/1390669-charli-xcx-spills-why-she-has-dropped-the-idea-of-having-kids
2026-02-02 12:47,National (Pakistan),The News,Kanye West's position under threat at the Grammys: Read why,0.981,Bullish,High,https://www.thenews.com.pk/latest/1390664-kendrick-lamar-ties-with-ye-for-second-place-at-the-grammy-awards
2026-02-02 12:47,National (Pakistan),The News,Melania Trump documentary has successful opening weekend at box office,0.801,Bullish,High,https://www.thenews.com.pk/latest/1390665-melania-trump-documentary-has-successful-opening-weekend-at-box-office
2026-02-02 12:47,National (Pakistan),The News,"Jelly Roll, Bunnie Xo's blissful marriage secret laid bare",0.988,Bullish,High,https://www.thenews.com.pk/latest/1390667-jelly-roll-bunnie-xos-blissful-marriage-secret-laid-bare
2026-02-02 12:47,National (Pakistan),The News,Timothee Chalamet breaks silence on marriage as Kylie Jenner romance heats up,0.981,Bullish,High,https://www.thenews.com.pk/latest/1390666-timothee-chalamet-breaks-silence-on-marriage
2026-02-02 12:47,National (Pakistan),The News,Ali Larter finally lifts the lid on 'toughest scenes' to shoot in 'Landman' season 2,-0.39,Bearish,Medium,https://www.thenews.com.pk/latest/1390662-ali-larter-finally-lifts-the-lid-on-toughest-scenes-to-shoot-in-landman-season-2
2026-02-02 12:47,National (Pakistan),The News,Adrien Brody reminisces about sharing screen with Beyoncé in 'Cadillac Records',0.992,Bullish,High,https://www.thenews.com.pk/latest/1390658-adrien-brody-reminisces-about-sharing-screen-with-beyonce-in-cadillac-records
2026-02-02 12:47,National (Pakistan),The News,Jason Segel breaks silence on working with his 'idol' Michael J. Fox in 'Shrinking',0.0,Neutral,Low,https://www.thenews.com.pk/latest/1390652-jason-segel-breaks-silence-on-working-with-his-idol-michael-j-fox-in-shrinking
2026-02-02 12:47,National (Pakistan),The News,"Ben Affleck, Jennifer Lopez 'still make time to hang out' for THIS bombshell reason",0.0,Neutral,Low,https://www.thenews.com.pk/latest/1390650-ben-affleck-jennifer-lopez-still-make-time-to-hang-out-for-this-bombshell-reason
2026-02-02 12:47,National (Pakistan),The News,Shabana Azeez opens up about 'The Pitt' season 2 major reveal,0.0,Neutral,Low,https://www.thenews.com.pk/latest/1390645-shabana-azeez-opens-up-about-the-pitt-season-2-major-reveal
2026-02-02 12:47,National (Pakistan),The News,'Bridgerton' star Adjoa Andoh weighs in on character's new aspirations,0.0,Neutral,Low,https://www.thenews.com.pk/latest/1390644-bridgerton-star-adjoa-andoh-weighs-in-on-characters-new-aspirations
2026-02-02 12:47,National (Pakistan),The News,Laura Dern heaps praise for close friend Sheryl Crow,0.746,Bullish,High,https://www.thenews.com.pk/latest/1390641-laura-dern-heaps-praise-for-close-friend-sheryl-crow
2026-02-02 12:47,National (Pakistan),The News,Paul Rudd recalls innocent move almost lost him movie role,0.101,Bullish,Low,https://www.thenews.com.pk/latest/1390636-paul-rudd-remembers-clueless-role-he-nearly-lost
2026-02-02 12:47,National (Pakistan),The News,"Here's why Hugh Jackman, Sutton Foster are house hunting in Australia",0.0,Neutral,Low,https://www.thenews.com.pk/latest/1390638-heres-why-hugh-jackman-sutton-foster-are-house-hunting-in-australia
2026-02-02 12:47,National (Pakistan),The News,Gabrielle Union reflects on her friendship with 'Bring It On' co-star Kirsten Dunst,0.949,Bullish,High,https://www.thenews.com.pk/latest/1390635-gabrielle-union-reflects-on-her-friendship-with-bring-it-on-co-star-kirsten-dunst
2026-02-02 12:47,National (Pakistan),The News,Rose Byrne opens up about struggles after becoming a mother,-0.802,Bearish,High,https://www.thenews.com.pk/latest/1390634-rose-byrne-opens-up-about-struggles-after-becoming-a-mother
2026-02-02 12:47,National (Pakistan),The News,Tom Cruise feels 'unsafe' after robbery near home,0.0,Neutral,Low,https://www.thenews.com.pk/latest/1390621-tom-cruise-abandons-high-end-apartment-after-terrifying-robbery
2026-02-02 12:47,National (Pakistan),The News,Daveed Diggs reflects on main theme of latest gig 'In the Blink of an Eye',0.0,Neutral,Low,https://www.thenews.com.pk/latest/1390630-daveed-diggs-reflects-on-main-theme-of-latest-gig-in-the-blink-of-an-eye
2026-02-02 12:47,National (Pakistan),The News,Kylie Kelce determined to 'lead by example' for THIS,0.99,Bullish,High,https://www.thenews.com.pk/latest/1390632-kylie-kelce-determined-to-lead-by-example-for-her-four-daughters
2026-02-02 12:47,National (Pakistan),The News,Al Roker opens up about leaving a legacy behind following his exit from 'Today',0.0,Neutral,Low,https://www.thenews.com.pk/latest/1390629-al-roker-opens-up-about-leaving-a-legacy-behind-following-his-exit-from-today
2026-02-02 12:47,National (Pakistan),The News,Kate McKinnon gushes about Andrew Stanton directed movies,0.0,Neutral,Low,https://www.thenews.com.pk/latest/1390628-kate-mckinnon-gushes-about-andrew-stanton-directed-movies
2026-02-02 12:47,National (Pakistan),The News,"Hugh Jackman, Sutton Foster plan to start a family",0.0,Neutral,Low,https://www.thenews.com.pk/latest/1390625-hugh-jackman-sutton-foster-plan-to-start-a-family
2026-02-02 12:47,National (Pakistan),The News,'SNL' alum Garrett Morris shares one major regret on his 89th birthday,0.691,Bullish,High,https://www.thenews.com.pk/latest/1390623-snl-alum-garrett-morris-shares-one-major-regret-on-his-89th-birthday
2026-02-02 12:47,National (Pakistan),The News,Gordon Ramsay makes hilarious joke over daughter's wedding dress,-0.056,Neutral,Low,https://www.thenews.com.pk/latest/1390616-gordon-ramsay-shares-why-he-broke-down-in-tears-at-daughters-wedding
2026-02-02 12:47,National (Pakistan),The News,Snoop Dogg consoles daughter Cori Broadus after she loses her baby girl Codi Dreaux,-0.949,Bearish,High,https://www.thenews.com.pk/latest/1390612-snoop-dogg-consoles-daughter-cori-broadus-after-she-loses-her-baby-girl-codi-dreaux
2026-02-02 12:47,National (Pakistan),The News,Sharon Osbourne makes public appearance ahead of Ozzy tribute,0.0,Neutral,Low,https://www.thenews.com.pk/latest/1390609-osbourne-family-appears-united-as-grammys-set-to-honour-ozzy
2026-02-02 12:47,National (Pakistan),The News,Cardi B sets strict rules for 'womanizer' boyfriend Stefon Diggs,0.0,Neutral,Low,https://www.thenews.com.pk/latest/1390594-cardi-b-makes-position-clear-on-boundaries-in-stefon-diggs-relationship
2026-02-02 12:47,National (Pakistan),The News,Marvel star accidentally reveals 'Avengers: Doomsday' spoiler,0.431,Bullish,Medium,https://www.thenews.com.pk/latest/1390587-ian-mckellen-lets-slip-avengers-doomsday-spoiler
2026-02-02 12:47,National (Pakistan),The News,Pete Davidson and Machine Gun Kelly discuss bipolar disorder,0.969,Bullish,High,https://www.thenews.com.pk/latest/1390590-pete-davidson-and-machine-gun-kelly-joke-about-a-suicide-pact-while-discussing-bipolar-disorder-on-new-podcast
2026-02-02 12:47,National (Pakistan),The News,Michael Jackson's controversial thoughts revealed in new doc,-0.062,Neutral,Low,https://www.thenews.com.pk/latest/1390583-michael-jackson-on-children-i-would-kill-myself-if-i-did-not-meet-them
2026-02-02 12:47,National (Pakistan),The News,Cathy Yan sings praises of Charli xcx,0.977,Bullish,High,https://www.thenews.com.pk/latest/1390577-cathy-yan-sings-praises-of
2026-02-02 12:47,National (Pakistan),The News,Jason Momoa says this project was like 'college' to him before he became an action star,0.99,Bullish,High,https://www.thenews.com.pk/latest/1390571-jason-momoa-says-this-project-was-like-college-to-him-before-he-became-an-action-star
2026-02-02 12:47,International,MarketWatch,"U.S. stock futures fall after bitcoin’s weekend drop, as gold and silver’s sell-off may be bleeding into other markets",-0.273,Bearish,Medium,https://www.marketwatch.com/story/u-s-stock-futures-fall-along-with-bitcoin-and-oil-prices-21adfaf3?mod=mw_rss_topstories
2026-02-02 12:47,International,MarketWatch,"Nvidia’s OpenAI investment may not be as big as once hoped, adding to a jittery tech trade",0.382,Bullish,Medium,https://www.marketwatch.com/story/nvidias-openai-investment-may-not-be-as-big-as-once-hoped-adding-to-a-jittery-tech-trade-49bbb1b1?mod=mw_rss_topstories
2026-02-02 12:47,International,MarketWatch,Oracle amps up its AI bet with a plan to raise as much as $50 billion this year,0.0,Neutral,Low,https://www.marketwatch.com/story/oracle-amps-up-its-ai-bet-with-a-plan-to-raise-as-much-as-50-billion-this-year-872a2dba?mod=mw_rss_topstories
2026-02-02 12:47,International,MarketWatch,Disney may soon have a new CEO. Here’s who it might be.,0.0,Neutral,Low,https://www.marketwatch.com/story/disney-may-soon-have-a-new-ceo-heres-who-it-might-be-3f7eeb10?mod=mw_rss_topstories
2026-02-02 12:47,International,MarketWatch,‘We live on Social Security and pensions’: I’m in my 70s and my house needs repairs. Do I take out a $50K loan — or sell stocks?,0.34,Bullish,Medium,https://www.marketwatch.com/story/we-live-on-social-security-and-pensions-im-in-my-70s-and-my-house-needs-repairs-do-i-take-out-a-50k-loan-or-sell-stocks-44c2ddbe?mod=mw_rss_topstories
2026-02-02 12:47,International,MarketWatch,The IRS is trying to make the best of a government shutdown. Here’s how to protect your refund.,0.778,Bullish,High,https://www.marketwatch.com/story/the-irs-is-trying-to-make-the-best-of-a-government-shutdown-heres-how-to-protect-your-refund-156c1294?mod=mw_rss_topstories
2026-02-02 12:47,International,MarketWatch,‘I’m rich in everything but parents’: I inherited $400K. Is it unwise to use this money to buy a house with my fiancé?,0.318,Bullish,Medium,https://www.marketwatch.com/story/im-rich-in-everything-but-parents-i-inherited-400k-is-it-unwise-to-use-this-money-to-buy-a-house-with-my-boyfriend-37837138?mod=mw_rss_topstories
2026-02-02 12:47,International,MarketWatch,Gold and silver’s $7 trillion wipeout delivers a painful lesson about risk,-0.612,Bearish,High,https://www.marketwatch.com/story/gold-and-silvers-7-trillion-wipeout-delivers-a-painful-lesson-about-risk-22dbf70f?mod=mw_rss_topstories
2026-02-02 12:47,International,MarketWatch,Kevin Warsh isn’t who investors think he is — how you can profit from their mistake,0.128,Bullish,Low,https://www.marketwatch.com/story/trump-picked-kevin-warsh-to-boost-markets-what-this-means-for-your-portfolio-f83826cb?mod=mw_rss_topstories
2026-02-02 12:47,International,MarketWatch,There’s now a bigger risk for stocks than the economy or corporate earnings,-0.273,Bearish,Medium,https://www.marketwatch.com/story/theres-now-a-bigger-risk-for-stocks-than-the-economy-or-corporate-earnings-cff2eee0?mod=mw_rss_topstories
2026-02-02 12:47,International,Investing.com,FAA chief acknowledges failures in deadly mid-air helicopter collision,-0.67,Bearish,High,https://www.investing.com/news/stock-market-news/faa-chief-acknowledges-failures-in-deadly-midair-helicopter-collision-4477859
2026-02-02 12:47,International,Investing.com,Analysis-Europe’s $955 billion recovery fund struggles to transform economy,-0.361,Bearish,Medium,https://www.investing.com/news/stock-market-news/analysiseuropes-955-billion-recovery-fund-struggles-to-transform-economy-4477837
2026-02-02 12:47,International,Investing.com,"Israel reopens Gaza’s Rafah border crossing to Egypt, with limits",0.0,Neutral,Low,https://www.investing.com/news/world-news/israel-expected-to-reopen-gazas-rafah-border-crossing-to-egypt-with-limits-4477852
2026-02-02 12:47,International,Investing.com,"House prices in Britain rise 0.3% in January, annual growth at 1.0%",0.382,Bullish,Medium,https://www.investing.com/news/economic-indicators/house-prices-in-britain-rise-03-in-january-annual-growth-at-10-93CH-4477861
2026-02-02 12:47,International,Investing.com,"Irish gold miner completes debt restructuring, raises €2.5 million",-0.361,Bearish,Medium,https://www.investing.com/news/company-news/irish-gold-miner-completes-debt-restructuring-raises-25-million-93CH-4477860
2026-02-02 12:47,International,Investing.com,"Supply snags, political turmoil undercut aviation growth",0.026,Neutral,Low,https://www.investing.com/news/stock-market-news/supply-snags-political-turmoil-undercut-aviation-growth-4477825
2026-02-02 12:47,International,Investing.com,Earnings call transcript: Daiwa Securities Q3 2025 beats EPS expectations,0.296,Bullish,Medium,https://www.investing.com/news/transcripts/earnings-call-transcript-daiwa-securities-q3-2025-beats-eps-expectations-93CH-4477857
2026-02-02 12:47,International,Investing.com,Mitsubishi Corporation repurchases ¥80.3 billion in shares in January,0.296,Bullish,Medium,https://www.investing.com/news/company-news/mitsubishi-corporation-repurchases-803-billion-in-shares-in-january-93CH-4477854
2026-02-02 12:47,International,Investing.com,"Japan PM Takaichi’s party poised for landslide victory, poll shows",0.572,Bullish,High,https://www.investing.com/news/economy-news/japan-pm-takaichis-party-poised-for-landslide-victory-asahi-poll-shows-4477728
2026-02-02 12:47,International,Investing.com,"JPM raises gold price forecast on ’enough demand from central banks, investors’",-0.128,Bearish,Low,https://www.investing.com/news/commodities-news/jpm-raises-gold-price-forecast-on-enough-demand-from-central-banks-investors-4477853
